"title","year","metacritic_score","metacritic_rank","oscars_nom","oscars_win","min_oscar_nom_rank","oscar_win_rank","tie_rank"
"The Wave",2016,68,234,0,0,218,1,7
"The Childhood of a Leader",2016,68,235,0,0,218,1,8
"Popstar: Never Stop Never Stopping",2016,68,236,0,0,218,1,9
"Imperium",2016,68,237,0,0,218,1,10
"My King",2016,68,238,0,0,218,1,11
"The President",2016,67,239,0,0,218,1,1
"Last Days in the Desert",2016,67,240,0,0,218,1,2
"Hush",2016,67,241,0,0,218,1,3
"Other People",2016,67,242,0,0,218,1,4
"The Vessel",2016,67,243,0,0,218,1,5
"Nocturnal Animals",2016,67,244,0,0,218,1,6
"Parched",2016,67,245,0,0,218,1,7
"The Family Fang",2016,67,246,0,0,218,1,8
"Les Cowboys",2016,67,247,0,0,218,1,9
"Southwest of Salem: The Story of the San Antonio Four",2016,67,248,0,0,218,1,10
"Girl Asleep",2016,67,249,0,0,218,1,11
"Shin Godzilla (Godzilla Resurgence)",2016,67,250,0,0,218,1,12
"Seasons",2016,67,251,0,0,218,1,13
"Barbershop: The Next Cut",2016,67,252,0,0,218,1,14
"The Apostate",2016,66,253,0,0,218,1,1
"Kung Fu Panda 3",2016,66,254,0,0,218,1,2
"The Tenth Man",2016,66,255,0,0,218,1,3
"The Phenom",2016,66,256,0,0,218,1,4
"The Lost Arcade",2016,66,257,0,0,218,1,5
"Wiener-Dog",2016,66,258,0,0,218,1,6
"Glassland",2016,66,259,0,0,218,1,7
"Vita Activa: The Spirit of Hannah Arendt",2016,66,260,0,0,218,1,8
"Sausage Party",2016,66,261,0,0,218,1,9
"Rabin, the Last Day",2016,66,262,0,0,218,1,10
"By Sidney Lumet",2016,66,263,0,0,218,1,11
"Phantom Boy",2016,66,264,0,0,218,1,12
"Elstree 1976",2016,66,265,0,0,218,1,13
"Blood Father",2016,66,266,0,0,218,1,14
"Disorder",2016,66,267,0,0,218,1,15
"Norman Lear: Just Another Version of You",2016,66,268,0,0,218,1,16
"Wedding Doll",2016,66,269,0,0,218,1,17
"The BFG",2016,66,270,0,0,218,1,18
"Fantastic Beasts and Where to Find Them",2016,66,271,0,0,218,1,19
"The Seventh Fire",2016,66,272,0,0,218,1,20
"The Infiltrator",2016,66,273,0,0,218,1,21
"The Idol",2016,66,274,0,0,218,1,22
"Miss Stevens",2016,65,275,0,0,218,1,1
"Rogue One: A Star Wars Story",2016,65,276,0,0,218,1,2
"White Girl",2016,65,277,0,0,218,1,3
"Ouija: Origin of Evil",2016,65,278,0,0,218,1,4
"The Conjuring 2",2016,65,279,0,0,218,1,5
"The Other Side",2016,65,280,0,0,218,1,6
"Naz & Maalik",2016,65,281,0,0,218,1,7
"Dancer",2016,65,282,0,0,218,1,8
"The Confirmation",2016,65,283,0,0,218,1,9
"Deadpool",2016,65,284,0,0,218,1,10
"Take Me to the River",2016,65,285,0,0,218,1,11
"High-Rise",2016,65,286,0,0,218,1,12
"Hockney",2016,65,287,0,0,218,1,13
"Troublemakers: The Story of Land Art",2016,65,288,0,0,218,1,14
"I Am Not Madame Bovary",2016,65,289,0,0,218,1,15
"The Autopsy of Jane Doe",2016,65,290,0,0,218,1,16
"The Lovers and the Despot",2016,65,291,0,0,218,1,17
"Fassbinder: To Love Without Demands",2016,65,292,0,0,218,1,18
"Goat",2016,64,293,0,0,218,1,1
"Slash",2016,64,294,0,0,218,1,2
"Born to be Blue",2016,64,295,0,0,218,1,3
"Holy Hell",2016,64,296,0,0,218,1,4
"Swiss Army Man",2016,64,297,0,0,218,1,5
"Miles Ahead",2016,64,298,0,0,218,1,6
"Miss Sloane",2016,64,299,0,0,218,1,7
"Hieronymus Bosch, Touched by the Devil",2016,64,300,0,0,218,1,8
"Dunkirk",2017,94,1,1,0,145,19,1
"Lady Bird",2017,94,2,1,0,145,19,2
"Faces Places",2017,94,3,0,0,145,19,3
"Call Me by Your Name",2017,93,4,1,0,145,19,1
"The Florida Project",2017,92,5,0,0,145,19,1
"EX LIBRIS: The New York Public Library",2017,91,6,0,0,145,19,1
"I Called Him Morgan",2017,90,7,0,0,145,19,1
"Phantom Thread",2017,90,8,1,0,145,19,2
"Uncertain",2017,89,9,0,0,145,19,1
"Columbus",2017,89,10,0,0,145,19,2
"In Transit",2017,88,11,0,0,145,19,1
"Three Billboards Outside Ebbing, Missouri",2017,88,12,1,0,145,19,2
"Quest",2017,88,13,0,0,145,19,3
"Foxtrot",2017,88,14,0,0,145,19,4
"Restless Creature: Wendy Whelan",2017,87,15,0,0,145,19,1
"The Farthest",2017,87,16,0,0,145,19,2
"Jane",2017,87,17,0,0,145,19,3
"My Journey Through French Cinema",2017,87,18,0,0,145,19,4
"The Shape of Water",2017,87,19,1,1,145,19,5
"Dawson City: Frozen Time",2017,86,20,0,0,145,19,1
"The Red Turtle",2017,86,21,0,0,145,19,2
"My Happy Family",2017,86,22,0,0,145,19,3
"Chasing Coral",2017,86,23,0,0,145,19,4
"Loveless",2017,86,24,0,0,145,19,5
"A Fantastic Woman",2017,86,25,0,0,145,19,6
"The Big Sick",2017,86,26,0,0,145,19,7
"City of Ghosts",2017,86,27,0,0,145,19,8
"Strong Island",2017,86,28,0,0,145,19,9
"Baby Driver",2017,86,29,0,0,145,19,10
"The Salesman",2017,85,30,0,0,145,19,1
"I Am Another You",2017,85,31,0,0,145,19,2
"The Ornithologist",2017,85,32,0,0,145,19,3
"Rat Film",2017,85,33,0,0,145,19,4
"Mudbound",2017,85,34,0,0,145,19,5
"My Life as a Zucchini",2017,85,35,0,0,145,19,6
"God's Own Country",2017,85,36,0,0,145,19,7
"Behemoth",2017,85,37,0,0,145,19,8
"Star Wars: Episode VIII - The Last Jedi",2017,85,38,0,0,145,19,9
"The Departure",2017,85,39,0,0,145,19,10
"Starless Dreams",2017,85,40,0,0,145,19,11
"The Work",2017,84,41,0,0,145,19,1
"After the Storm",2017,84,42,0,0,145,19,2
"BPM (Beats Per Minute)",2017,84,43,0,0,145,19,3
"Harmonium",2017,84,44,0,0,145,19,4
"Get Out",2017,84,45,1,0,145,19,5
"Graduation",2017,84,46,0,0,145,19,6
"The Other Side of Hope",2017,84,47,0,0,145,19,7
"A Ghost Story",2017,84,48,0,0,145,19,8
"Glory",2017,83,49,0,0,145,19,1
"The Post",2017,83,50,1,0,145,19,2
"The Happiest Day in the Life of Olli Mäki",2017,83,51,0,0,145,19,3
"The Woman Who Left",2017,83,52,0,0,145,19,4
"Nowhere to Hide",2017,82,53,0,0,145,19,1
"War for the Planet of the Apes",2017,82,54,0,0,145,19,2
"Marjorie Prime",2017,82,55,0,0,145,19,3
"Sieranevada",2017,82,56,0,0,145,19,4
"Heal the Living",2017,82,57,0,0,145,19,5
"The Girl Without Hands",2017,82,58,0,0,145,19,6
"Our Time Will Come",2017,82,59,0,0,145,19,7
"Blade Runner 2049",2017,81,60,0,0,145,19,1
"Step",2017,81,61,0,0,145,19,2
"The Levelling",2017,81,62,0,0,145,19,3
"Truman",2017,81,63,0,0,145,19,4
"Coco",2017,81,64,0,0,145,19,5
"Dolores",2017,81,65,0,0,145,19,6
"Raw",2017,81,66,0,0,145,19,7
"A River Below",2017,81,67,0,0,145,19,8
"White Sun",2017,81,68,0,0,145,19,9
"Whose Streets?",2017,81,69,0,0,145,19,10
"Menashe",2017,81,70,0,0,145,19,11
"Unrest",2017,80,71,0,0,145,19,1
"The Wound",2017,80,72,0,0,145,19,2
"Trophy",2017,80,73,0,0,145,19,3
"On the Beach at Night Alone",2017,80,74,0,0,145,19,4
"Bending the Arc",2017,80,75,0,0,145,19,5
"Good Time",2017,80,76,0,0,145,19,6
"Last Men in Aleppo",2017,80,77,0,0,145,19,7
"Lucky",2017,80,78,0,0,145,19,8
"The Survivalist",2017,80,79,0,0,145,19,9
"The Force",2017,80,80,0,0,145,19,10
"California Typewriter",2017,80,81,0,0,145,19,11
"Indivisible",2017,80,82,0,0,145,19,12
"The Meyerowitz Stories (New and Selected)",2017,79,83,0,0,145,19,1
"Your Name.",2017,79,84,0,0,145,19,2
"Sami Blood",2017,79,85,0,0,145,19,3
"One of Us",2017,79,86,0,0,145,19,4
"Walking Out",2017,79,87,0,0,145,19,5
"Hermia & Helena",2017,79,88,0,0,145,19,6
"Brawl in Cell Block 99",2017,79,89,0,0,145,19,7
"Contemporary Color",2017,79,90,0,0,145,19,8
"Long Strange Trip",2017,78,91,0,0,145,19,1
"It Comes at Night",2017,78,92,0,0,145,19,2
"Barracuda",2017,78,93,0,0,145,19,3
"Clash",2017,78,94,0,0,145,19,4
"A Silent Voice",2017,78,95,0,0,145,19,5
"The Lost City of Z",2017,78,96,0,0,145,19,6
"Beach Rats",2017,78,97,0,0,145,19,7
"The Breadwinner",2017,78,98,0,0,145,19,8
"Endless Poetry",2017,78,99,0,0,145,19,9
"Tempestad",2017,78,100,0,0,145,19,10
"Kedi",2017,78,101,0,0,145,19,11
"Logan Lucky",2017,78,102,0,0,145,19,12
"Tickling Giants",2017,78,103,0,0,145,19,13
"A Quiet Passion",2017,77,104,0,0,145,19,1
"Human Flow",2017,77,105,0,0,145,19,2
"Icaros: A Vision",2017,77,106,0,0,145,19,3
"Personal Shopper",2017,77,107,0,0,145,19,4
"The Teacher",2017,77,108,0,0,145,19,5
"The B-Side: Elsa Dorfman's Portrait Photography",2017,77,109,0,0,145,19,6
"Win It All",2017,77,110,0,0,145,19,7
"I, Tonya",2017,77,111,0,0,145,19,8
"Jim & Andy: The Great Beyond — Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,77,112,0,0,145,19,9
"Apprentice",2017,77,113,0,0,145,19,10
"The Beguiled",2017,77,114,0,0,145,19,11
"Detroit",2017,77,115,0,0,145,19,12
"Logan",2017,77,116,0,0,145,19,13
"Gerald's Game",2017,77,117,0,0,145,19,14
"The Disaster Artist",2017,76,118,0,0,145,19,1
"Keep Quiet",2017,76,119,0,0,145,19,2
"Spettacolo",2017,76,120,0,0,145,19,3
"Tramps",2017,76,121,0,0,145,19,4
"Lady Macbeth",2017,76,122,0,0,145,19,5
"Night School",2017,76,123,0,0,145,19,6
"Machines",2017,76,124,0,0,145,19,7
"Their Finest",2017,76,125,0,0,145,19,8
"The Death and Life of Marsha P. Johnson",2017,76,126,0,0,145,19,9
"The Light of the Moon",2017,76,127,0,0,145,19,10
"The Death of Louis XIV",2017,76,128,0,0,145,19,11
"The Student",2017,76,129,0,0,145,19,12
"Wonder Woman",2017,76,130,0,0,145,19,13
"Stronger",2017,76,131,0,0,145,19,14
"Birdboy: The Forgotten Children",2017,76,132,0,0,145,19,15
"The Lovers",2017,76,133,0,0,145,19,16
"For Ahkeem",2017,75,134,0,0,145,19,1
"Norman: The Moderate Rise and Tragic Fall of a New York Fixer",2017,75,135,0,0,145,19,2
"From Nowhere",2017,75,136,0,0,145,19,3
"It's Not Yet Dark",2017,75,137,0,0,145,19,4
"The Settlers",2017,75,138,0,0,145,19,5
"Dina",2017,75,139,0,0,145,19,6
"Get Me Roger Stone",2017,75,140,0,0,145,19,7
"I don't feel at home in this world anymore.",2017,75,141,0,0,145,19,8
"David Lynch: The Art Life",2017,75,142,0,0,145,19,9
"The Son of Joseph",2017,75,143,0,0,145,19,10
"Félicité",2017,75,144,0,0,145,19,11
"Darkest Hour",2017,75,145,1,0,145,19,12
"Stefan Zweig: Farewell to Europe",2017,75,146,0,0,145,19,13
"John Wick: Chapter 2",2017,75,147,0,0,145,19,14
"Destination Unknown",2017,75,148,0,0,145,19,15
"Super Dark Times",2017,75,149,0,0,145,19,16
"Afterimage",2017,75,150,0,0,145,19,17
"The LEGO Batman Movie",2017,75,151,0,0,145,19,18
"Harold and Lillian: A Hollywood Love Story",2017,75,152,0,0,145,19,19
"Okja",2017,75,153,0,0,145,19,20
"mother!",2017,75,154,0,0,145,19,21
"Oklahoma City",2017,74,155,0,0,145,19,1
"78/52: Hitchcock’s Shower Scene",2017,74,156,0,0,145,19,2
"The Women's Balcony",2017,74,157,0,0,145,19,3
"Thelma",2017,74,158,0,0,145,19,4
"Like Crazy",2017,74,159,0,0,145,19,5
"Paris 05:59: Théo & Hugo",2017,74,160,0,0,145,19,6
"Casting JonBenét",2017,74,161,0,0,145,19,7
"A Woman's Life",2017,74,162,0,0,145,19,8
"Lovesong",2017,74,163,0,0,145,19,9
"A Gray State",2017,74,164,0,0,145,19,10
"Lost in Paris",2017,74,165,0,0,145,19,11
"Raising Bertie",2017,74,166,0,0,145,19,12
"Thor: Ragnarok",2017,74,167,0,0,145,19,13
"Novitiate",2017,73,168,0,0,145,19,1
"All This Panic",2017,73,169,0,0,145,19,2
"1945",2017,73,170,0,0,145,19,3
"4 Days in France",2017,73,171,0,0,145,19,4
"Rumble: The Indians Who Rocked The World",2017,73,172,0,0,145,19,5
"The Rape of Recy Taylor",2017,73,173,0,0,145,19,6
"Kiki",2017,73,174,0,0,145,19,7
"Frantz",2017,73,175,0,0,145,19,8
"Most Beautiful Island",2017,73,176,0,0,145,19,9
"Pop Aye",2017,73,177,0,0,145,19,10
"Abacus: Small Enough to Jail",2017,73,178,0,0,145,19,11
"Hounds of Love",2017,73,179,0,0,145,19,12
"School Life",2017,73,180,0,0,145,19,13
"Wind River",2017,73,181,0,0,145,19,14
"Karl Marx City",2017,73,182,0,0,145,19,15
"Gilbert",2017,73,183,0,0,145,19,16
"Bill Nye: Science Guy",2017,73,184,0,0,145,19,17
"Spider-Man: Homecoming",2017,73,185,0,0,145,19,18
"Mr. Roosevelt",2017,73,186,0,0,145,19,19
"The Killing of a Sacred Deer",2017,73,187,0,0,145,19,20
"The Square",2017,73,188,0,0,145,19,21
"Battle of the Sexes",2017,73,189,0,0,145,19,22
"In This Corner of the World",2017,73,190,0,0,145,19,23
"The Devil's Candy",2017,72,191,0,0,145,19,1
"All the Money in the World",2017,72,192,0,0,145,19,2
"One Week and a Day",2017,72,193,0,0,145,19,3
"The Wedding Plan",2017,72,194,0,0,145,19,4
"Happy End",2017,72,195,0,0,145,19,5
"Burden",2017,72,196,0,0,145,19,6
"Princess Cyd",2017,72,197,0,0,145,19,7
"Risk",2017,72,198,0,0,145,19,8
"Joshua: Teenager vs. Superpower",2017,72,199,0,0,145,19,9
"First They Killed My Father",2017,72,200,0,0,145,19,10
"Roma",2018,96,1,1,0,489,223,1
"Amazing Grace",2018,94,2,0,0,489,223,1
"Shoplifters",2018,93,3,0,0,489,223,1
"Shoah: Four Sisters",2018,93,4,0,0,489,223,2
"The Rider",2018,92,5,0,0,489,223,1
"Gavagai",2018,91,6,0,0,489,223,1
"A Bread Factory Part Two: Walk With Me a While",2018,91,7,0,0,489,223,2
"A Bread Factory Part One: For the Sake of Gold",2018,91,8,0,0,489,223,3
"They Shall Not Grow Old",2018,91,9,0,0,489,223,4
"The Favourite",2018,90,10,1,0,489,223,1
"Burning",2018,90,11,0,0,489,223,2
"Cold War",2018,90,12,0,0,489,223,3
"The Tale",2018,90,13,0,0,489,223,4
"Minding the Gap",2018,90,14,0,0,489,223,5
"Eighth Grade",2018,89,15,0,0,489,223,1
"Dead Souls",2018,89,16,0,0,489,223,2
"Zama",2018,89,17,0,0,489,223,3
"Crime + Punishment",2018,88,18,0,0,489,223,1
"Paddington 2",2018,88,19,0,0,489,223,2
"The Death of Stalin",2018,88,20,0,0,489,223,3
"A Star Is Born",2018,88,21,1,0,489,223,4
"Leave No Trace",2018,88,22,0,0,489,223,5
"Shirkers",2018,88,23,0,0,489,223,6
"Black Panther",2018,88,24,1,0,489,223,7
"Sweet Country",2018,87,25,0,0,489,223,1
"Jane Fonda in Five Acts",2018,87,26,0,0,489,223,2
"Can You Ever Forgive Me?",2018,87,27,0,0,489,223,3
"En el Séptimo Día (On the Seventh Day)",2018,87,28,0,0,489,223,4
"If Beale Street Could Talk",2018,87,29,0,0,489,223,5
"Hereditary",2018,87,30,0,0,489,223,6
"Happy as Lazzaro",2018,87,31,0,0,489,223,7
"Spider-Man: Into the Spider-Verse",2018,87,32,0,0,489,223,8
"Bisbee '17",2018,87,33,0,0,489,223,9
"Mission: Impossible – Fallout",2018,86,34,0,0,489,223,1
"Museo",2018,86,35,0,0,489,223,2
"Tea with the Dames",2018,85,36,0,0,489,223,1
"First Reformed",2018,85,37,0,0,489,223,2
"Hale County This Morning, This Evening",2018,85,38,0,0,489,223,3
"Support the Girls",2018,85,39,0,0,489,223,4
"Won't You Be My Neighbor?",2018,85,40,0,0,489,223,5
"McQueen",2018,84,41,0,0,489,223,1
"You Were Never Really Here",2018,84,42,0,0,489,223,2
"Widows",2018,84,43,0,0,489,223,3
"Love After Love",2018,84,44,0,0,489,223,4
"On Her Shoulders",2018,84,45,0,0,489,223,5
"First Man",2018,84,46,0,0,489,223,6
"Custody",2018,83,47,0,0,489,223,1
"The Guilty",2018,83,48,0,0,489,223,2
"Who We Are Now",2018,83,49,0,0,489,223,3
"Private Life",2018,83,50,0,0,489,223,4
"BlacKkKlansman",2018,83,51,1,0,489,223,5
"Free Solo",2018,83,52,0,0,489,223,6
"We the Animals",2018,83,53,0,0,489,223,7
"Ava",2018,82,54,0,0,489,223,1
"Life and Nothing More",2018,82,55,0,0,489,223,2
"A Quiet Place",2018,82,56,0,0,489,223,3
"The Waldheim Waltz",2018,82,57,0,0,489,223,4
"Araby",2018,82,58,0,0,489,223,5
"Isle of Dogs",2018,82,59,0,0,489,223,6
"Mountain",2018,82,60,0,0,489,223,7
"John McEnroe: In the Realm of Perfection",2018,82,61,0,0,489,223,8
"The Hate U Give",2018,81,62,0,0,489,223,1
"Western",2018,81,63,0,0,489,223,2
"Mandy",2018,81,64,0,0,489,223,3
"Three Identical Strangers",2018,81,65,0,0,489,223,4
"Revenge",2018,81,66,0,0,489,223,5
"Summer 1993",2018,81,67,0,0,489,223,6
"The Guardians",2018,81,68,0,0,489,223,7
"Mirai",2018,81,69,0,0,489,223,8
"Sorry to Bother You",2018,80,70,0,0,489,223,1
"Incredibles 2",2018,80,71,0,0,489,223,2
"Nossa Chape",2018,80,72,0,0,489,223,3
"I Am Not a Witch",2018,80,73,0,0,489,223,4
"Lean on Pete",2018,80,74,0,0,489,223,5
"Claire's Camera",2018,80,75,0,0,489,223,6
"The Endless",2018,80,76,0,0,489,223,7
"Liyana",2018,80,77,0,0,489,223,8
"The Old Man & the Gun",2018,80,78,0,0,489,223,9
"The Great Buddha+",2018,80,79,0,0,489,223,10
"Wildlife",2018,80,80,0,0,489,223,11
"Annihilation",2018,79,81,0,0,489,223,1
"November",2018,79,82,0,0,489,223,2
"Science Fair",2018,79,83,0,0,489,223,3
"Night Comes On",2018,79,84,0,0,489,223,4
"The Ballad of Buster Scruggs",2018,79,85,0,0,489,223,5
"Thunder Road",2018,79,86,0,0,489,223,6
"Let the Sunshine In",2018,79,87,0,0,489,223,7
"Angels Wear White",2018,78,88,0,0,489,223,1
"The Green Fog",2018,78,89,0,0,489,223,2
"Police Story (1985)",2018,78,90,0,0,489,223,3
"The Grief of Others",2018,78,91,0,0,489,223,4
"In Between",2018,78,92,0,0,489,223,5
"Bathtubs Over Broadway",2018,78,93,0,0,489,223,6
"The Sisters Brothers",2018,78,94,0,0,489,223,7
"Ryuichi Sakamoto: Coda",2018,78,95,0,0,489,223,8
"The Other Side of the Wind",2018,78,96,0,0,489,223,9
"Did You Wonder Who Fired the Gun?",2018,78,97,0,0,489,223,10
"Goldstone",2018,78,98,0,0,489,223,11
"Hitler's Hollywood",2018,78,99,0,0,489,223,12
"Blindspotting",2018,77,100,0,0,489,223,1
"Have a Nice Day",2018,77,101,0,0,489,223,2
"They'll Love Me When I'm Dead",2018,77,102,0,0,489,223,3
"On Body and Soul",2018,77,103,0,0,489,223,4
"24 Frames",2018,77,104,0,0,489,223,5
"Unlovable",2018,77,105,0,0,489,223,6
"Monrovia, Indiana",2018,77,106,0,0,489,223,7
"People's Republic of Desire",2018,77,107,0,0,489,223,8
"Madeline's Madeline",2018,77,108,0,0,489,223,9
"Marlina the Murderer in Four Acts",2018,77,109,0,0,489,223,10
"The Wife",2018,77,110,0,0,489,223,11
"Leaning Into the Wind",2018,76,111,0,0,489,223,1
"A Prayer Before Dawn",2018,76,112,0,0,489,223,2
"Outside In",2018,76,113,0,0,489,223,3
"The Price of Everything",2018,76,114,0,0,489,223,4
"Calibre",2018,76,115,0,0,489,223,5
"Ghostbox Cowboy",2018,76,116,0,0,489,223,6
"Tito and the Birds",2018,76,117,0,0,489,223,7
"At Eternity's Gate",2018,76,118,0,0,489,223,8
"Garry Winogrand: All Things are Photographable",2018,76,119,0,0,489,223,9
"Under The Wire",2018,75,120,0,0,489,223,1
"Border",2018,75,121,0,0,489,223,2
"Bodied",2018,75,122,0,0,489,223,3
"Blaze",2018,75,123,0,0,489,223,4
"This Is Congo",2018,75,124,0,0,489,223,5
"Capernaum",2018,75,125,0,0,489,223,6
"The Kindergarten Teacher",2018,75,126,0,0,489,223,7
"Stan & Ollie",2018,75,127,0,0,489,223,8
"Under the Tree",2018,75,128,0,0,489,223,9
"Jinn",2018,75,129,0,0,489,223,10
"Tully",2018,75,130,0,0,489,223,11
"Nico, 1988",2018,75,131,0,0,489,223,12
"The Escape",2018,75,132,0,0,489,223,13
"A Private War",2018,75,133,0,0,489,223,14
"Infinite Football",2018,75,134,0,0,489,223,15
"Whitney",2018,75,135,0,0,489,223,16
"Thoroughbreds",2018,75,136,0,0,489,223,17
"Mary and The Witch's Flower",2018,75,137,0,0,489,223,18
"Grace Jones: Bloodlight and Bami",2018,75,138,0,0,489,223,19
"In the Last Days of the City",2018,75,139,0,0,489,223,20
"I Kill Giants",2018,74,140,0,0,489,223,1
"A Crooked Somebody",2018,74,141,0,0,489,223,2
"The Cakemaker",2018,74,142,0,0,489,223,3
"The Bleeding Edge",2018,74,143,0,0,489,223,4
"Roxanne Roxanne",2018,74,144,0,0,489,223,5
"Colette",2018,74,145,0,0,489,223,6
"The Workshop",2018,74,146,0,0,489,223,7
"Disobedience",2018,74,147,0,0,489,223,8
"Pin Cushion",2018,74,148,0,0,489,223,9
"Love, Gilda",2018,74,149,0,0,489,223,10
"Robin Williams: Come Inside My Mind",2018,74,150,0,0,489,223,11
"After Auschwitz",2018,74,151,0,0,489,223,12
"Crazy Rich Asians",2018,74,152,0,0,489,223,13
"Beast",2018,74,153,0,0,489,223,14
"Tehran Taboo",2018,74,154,0,0,489,223,15
"The Party",2018,73,155,0,0,489,223,1
"Keep the Change",2018,73,156,0,0,489,223,2
"Filmworker",2018,73,157,0,0,489,223,3
"Werewolf",2018,73,158,0,0,489,223,4
"Sollers Point",2018,73,159,0,0,489,223,5
"The World Is Yours",2018,73,160,0,0,489,223,6
"Five Fingers For Marseilles",2018,73,161,0,0,489,223,7
"Milford Graves Full Mantis",2018,73,162,0,0,489,223,8
"Watergate",2018,73,163,0,0,489,223,9
"Journey's End",2018,73,164,0,0,489,223,10
"Good Manners",2018,73,165,0,0,489,223,11
"Skate Kitchen",2018,72,166,0,0,489,223,1
"The Insult",2018,72,167,0,0,489,223,2
"Where Is Kyra?",2018,72,168,0,0,489,223,3
"Love, Simon",2018,72,169,0,0,489,223,4
"Hal",2018,72,170,0,0,489,223,5
"Big Fish & Begonia",2018,72,171,0,0,489,223,6
"Heavy Trip",2018,72,172,0,0,489,223,7
"Dark Money",2018,72,173,0,0,489,223,8
"Saturday Church",2018,72,174,0,0,489,223,9
"Boom for Real: The Late Teenage Years of Jean-Michel Basquiat",2018,72,175,0,0,489,223,10
"The Day After",2018,72,176,0,0,489,223,11
"In Search of Greatness",2018,72,177,0,0,489,223,12
"Maquia: When the Promised Flower Blooms",2018,72,178,0,0,489,223,13
"In the Intense Now",2018,72,179,0,0,489,223,14
"Tyrel",2018,71,180,0,0,489,223,1
"Maria by Callas",2018,71,181,0,0,489,223,2
"Searching",2018,71,182,0,0,489,223,3
"Ralph Breaks the Internet",2018,71,183,0,0,489,223,4
"1985",2018,71,184,0,0,489,223,5
"Cielo",2018,71,185,0,0,489,223,6
"Divide and Conquer: The Story of Roger Ailes",2018,71,186,0,0,489,223,7
"The Land of Steady Habits",2018,71,187,0,0,489,223,8
"Golden Exits",2018,71,188,0,0,489,223,9
"Gemini",2018,71,189,0,0,489,223,10
"The Cage Fighter",2018,71,190,0,0,489,223,11
"Searching for Ingmar Bergman",2018,71,191,0,0,489,223,12
"Becoming Astrid",2018,71,192,0,0,489,223,13
"No Date, No Signature",2018,71,193,0,0,489,223,14
"RBG",2018,71,194,0,0,489,223,15
"Euthanizer",2018,71,195,0,0,489,223,16
"Kusama - Infinity",2018,71,196,0,0,489,223,17
"Makala",2018,71,197,0,0,489,223,18
"Breath",2018,71,198,0,0,489,223,19
"Cam",2018,71,199,0,0,489,223,20
"The Great Buster: A Celebration",2018,71,200,0,0,489,223,21
"Never Steady, Never Still",2018,70,201,0,0,489,223,1
"Final Portrait",2018,70,202,0,0,489,223,2
"A Ciambra",2018,70,203,0,0,489,223,3
"Ant-Man and the Wasp",2018,70,204,0,0,489,223,4
"Of Fathers and Sons",2018,70,205,0,0,489,223,5
"The King",2018,70,206,0,0,489,223,6
"Far from the Tree",2018,70,207,0,0,489,223,7
"The 12th Man",2018,70,208,0,0,489,223,8
"The Quake",2018,70,209,0,0,489,223,9
"Studio 54",2018,70,210,0,0,489,223,10
"The Cat Returns (2002)",2018,70,211,0,0,489,223,11
"MATANGI/MAYA/M.I.A.",2018,70,212,0,0,489,223,12
"All About Nina",2018,70,213,0,0,489,223,13
"Double Lover",2018,70,214,0,0,489,223,14
"The Cleaners",2018,70,215,0,0,489,223,15
"Cocote",2018,70,216,0,0,489,223,16
"Scarred Hearts",2018,70,217,0,0,489,223,17
"Sicilian Ghost Story",2018,70,218,0,0,489,223,18
"Mohawk",2018,70,219,0,0,489,223,19
"Eating Animals",2018,69,220,0,0,489,223,1
"The Miseducation of Cameron Post",2018,69,221,0,0,489,223,2
"Blockers",2018,69,222,0,0,489,223,3
"Green Book",2018,69,223,1,1,489,223,4
"Boy Erased",2018,69,224,0,0,489,223,5
"Beirut",2018,69,225,0,0,489,223,6
"Oh Lucy!",2018,69,226,0,0,489,223,7
"Dark River",2018,69,227,0,0,489,223,8
"What Will People Say",2018,69,228,0,0,489,223,9
"Gabriel and the Mountain",2018,69,229,0,0,489,223,10
"What They Had",2018,69,230,0,0,489,223,11
"Lover for a Day",2018,69,231,0,0,489,223,12
"The Sentence",2018,69,232,0,0,489,223,13
"Teen Titans Go! To the Movies",2018,69,233,0,0,489,223,14
"Fahrenheit 11/9",2018,69,234,0,0,489,223,15
"22-Jul",2018,69,235,0,0,489,223,16
"Itzhak",2018,69,236,0,0,489,223,17
"BuyBust",2018,68,237,0,0,489,223,1
"First Match",2018,68,238,0,0,489,223,2
"Dovlatov",2018,68,239,0,0,489,223,3
"Manhunt",2018,68,240,0,0,489,223,4
"Prospect",2018,68,241,0,0,489,223,5
"Early Man",2018,68,242,0,0,489,223,6
"American Animals",2018,68,243,0,0,489,223,7
"The Third Murder",2018,68,244,0,0,489,223,8
"Avengers: Infinity War",2018,68,245,0,0,489,223,9
"The Desert Bride",2018,68,246,0,0,489,223,10
"Active Measures",2018,68,247,0,0,489,223,11
"The Party's Just Beginning",2018,68,248,0,0,489,223,12
"Monsters and Men",2018,68,249,0,0,489,223,13
"Ghost Stories",2018,68,250,0,0,489,223,14
"Small Town Crime",2018,68,251,0,0,489,223,15
"Vazante",2018,68,252,0,0,489,223,16
"40 Years in the Making: The Magic Music Movie",2018,68,253,0,0,489,223,17
"The Captain",2018,67,254,0,0,489,223,1
"Vox Lux",2018,67,255,0,0,489,223,2
"The China Hustle",2018,67,256,0,0,489,223,3
"Halloween",2018,67,257,0,0,489,223,4
"A Midsummer Night's Dream",2018,67,258,0,0,489,223,5
"The Little Stranger",2018,67,259,0,0,489,223,6
